word,count
재미있는,266
좋았던,234
따듯한,192
행복한,153
아쉬운,106
슬픈,83
예쁜,60
귀여운,52
아름다운,46
가볍게,40
즐거운,37
새로운,35
아픈,31
어려운,20
고맙다는,19
멋있는,19
잔잔한,17
힘든,17
기대하고,15
소중한,14
