word,count
재미있는,930
좋았던,646
행복한,277
슬픈,269
즐거운,243
따듯한,191
아쉬운,175
귀여운,97
신나는,96
멋있는,70
힘든,65
새로운,59
원하는,57
자유로운,50
그랬잖아,44
청량한,41
완벽한,38
아픈,38
행복해야,37
무사히,36
