word,count
좋았던,161
재미있는,89
행복한,71
아름다운,67
예쁜,57
슬픈,52
따듯한,41
소중한,26
아쉬운,22
잔잔한,22
즐거운,17
평범한,17
잔잔하고,16
행복하길,14
잔잔하게,13
특별한,12
있잖아,10
이쁘고,10
어려운,9
귀엽고,9
