word,count
좋았던,795
재미있는,628
따듯한,324
힘든,312
즐거운,301
행복한,236
예쁜,191
멋있는,153
아쉬운,139
새로운,105
슬픈,96
유명한,95
아픈,74
아름다운,73
다양한,66
신나는,49
유쾌한,49
소중한,45
훌륭한,43
오래된,41
