,word,count
0,넘버,292
1,남원,282
2,플라이,215
3,사랑,202
4,감동,199
5,연기,194
6,정분,177
7,생각,172
8,눈물,163
9,선희,162
10,선택,155
11,렛미,141
12,최고,134
13,마음,129
14,사람,128
15,힐링,96
16,무대,94
17,노래,73
18,부모님,73
19,처음,72
