,word,count
0,무대,795
1,연기,677
2,넘버,653
3,사랑,380
4,노래,379
5,판소리,303
6,생각,294
7,연출,255
8,최고,242
9,음악,218
10,마음,204
11,소리,203
12,내용,201
13,스토리,183
14,열연,173
15,처음,165
16,조명,145
17,표현,143
18,설화,138
19,인상,135
