word,count
즐거운,431
재미있는,405
좋았던,332
신나고,183
신나는,162
신나게,101
아쉬운,98
유명한,65
화려한,64
멋진,60
젊은,48
행복한,45
익숙한,44
넘치는,36
가볍게,32
유쾌한,31
유쾌하고,31
새로운,28
흥겨운,21
재미있었습니다,20
