word,count
좋았던,1421
화려한,739
재미있는,660
아름다운,658
아쉬운,451
멋진,430
즐거운,371
행복한,318
예쁜,278
완벽한,165
훌륭한,143
엄청난,126
멋지고,93
새로운,87
가난한,87
슬픈,86
멋있고,85
화려해서,77
기대하고,73
충분히,69
