word,count
좋았던,495
즐거운,392
재미있는,294
행복한,134
신나고,127
신나는,98
아쉬운,87
신나게,86
멋진,82
익숙한,64
유명한,37
유쾌하고,26
멋지고,24
새로운,21
행복하고,19
완벽한,19
넘치는,19
화려한,17
훌륭한,17
유쾌한,16
