,word,count
0,최고,6502
1,연기,5626
2,노래,5438
3,무대,5196
4,넘버,2751
5,감동,2578
6,생각,2506
7,소름,2424
8,처음,2345
9,목소리,1988
10,캐스팅,1583
11,기대,1480
12,추천,1462
13,사랑,1367
14,스토리,1301
15,성량,1250
16,사람,1174
17,카리스마,1138
18,연출,1007
19,옥댄버,908
