word,count
재미있는,1709
좋았던,155
아쉬운,56
화려한,52
즐거운,44
멋진,24
행복한,18
강한,17
신나고,14
새로운,14
신나는,13
그렇고,11
아름다운,9
멋있었어요,9
이쁘고,9
조악하는,9
실망했어요,9
재미없고,9
유치합니다,9
슬픈,8
