,word,count
0,멋진,1262
1,재미있게,443
2,완벽한,411
3,좋아하는,400
4,있었습니다,327
5,새로운,315
6,즐거운,303
7,아쉬운,293
8,재밌어요,282
9,훌륭한,277
10,멋지고,258
11,행복한,252
12,화려한,240
13,넘치는,239
14,재밌었어요,235
15,즐겁게,224
16,기대하고,215
17,엄청난,214
18,좋았던,213
19,멋졌습니다,208
