,word,count
0,멋진,419
1,화려한,174
2,완벽한,153
3,재미있게,147
4,멋지고,117
5,재밌어요,115
6,훌륭한,110
7,멋있고,107
8,있었습니다,105
9,화려하고,102
10,아쉬운,99
11,궁금했는데,94
12,새로운,90
13,재밌었어요,88
14,즐겁게,84
15,좋아하는,78
16,멋있어요,77
17,즐거운,76
18,행복한,76
19,아쉽네요,76
