,word,count
0,넘버,1760
1,페어,1615
2,최고,1492
3,사랑,1278
4,연기,1019
5,노래,704
6,사람,567
7,무대,480
8,주민,438
9,추천,421
10,내용,401
11,항해,375
12,생각,358
13,황금시대,353
14,감동,303
15,처음,295
16,눈물,282
17,연출,250
18,애드립,241
19,자리,239
