word,count
좋았던,282
재미있는,119
따듯한,80
아쉬운,61
즐거운,57
슬픈,51
행복한,50
아름다운,35
멋진,31
새로운,21
깊은,20
힘든,19
훌륭한,18
완벽한,18
아픈,18
충분하다,17
나쁘지,17
행복하길,14
미친,13
힘들,13
