,word,count
0,아름다운,107
1,재밌어요,61
2,예쁘고,54
3,좋았던,53
4,슬픈,49
5,새로운,46
6,멋진,37
7,아름답고,36
8,행복했습니다,34
9,슬프고,33
10,좋겠습니다,33
11,있었습니다,32
12,재미있어요,32
13,아쉬운,31
14,좋아하는,30
15,재밌었어요,29
16,따뜻한,27
17,아쉽네요,25
18,좋다,25
19,아쉬워요,24
