word,count
재미있는,2898
좋았던,1099
아쉬운,494
멋있는,332
행복한,317
즐거운,299
잘생긴,234
아름다운,181
귀여운,176
슬픈,137
예쁜,134
새로운,125
재밌는데,119
따듯한,108
완벽한,88
신나는,47
심하네,46
잘생겼다,45
다양한,42
괜찮아,41
