,word,count
0,영상,850
1,그림,846
2,무대,777
3,연기,687
4,넘버,586
5,노래,445
6,감동,352
7,생각,335
8,형제,284
9,최고,284
10,사람,255
11,마음,241
12,음악,222
13,연출,220
14,사랑,209
15,처음,200
16,눈물,200
17,추천,186
18,페어,179
19,화가,171
