word,count
재미있는,1648
좋았던,1407
멋있는,1289
즐거운,1116
화려한,580
아쉬운,405
신나는,363
행복한,234
섹시한,225
유명한,197
넘치는,149
새로운,146
귀여운,140
지루한,140
완벽한,129
유쾌한,112
예쁜,104
사랑스러운,92
훌륭한,86
아름다운,83
